Data,Ente,gg,mezzo,Km_auto,Km_mezzi,Km_bici,Km_piedi,alimentazione
2020/06/10 10:10:32 AM EET,ARPAE Emilia-Romagna,50,Mezzi pubblici (autobus/tram/treno...),0,8,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 10:11:10 AM EET,ARPA Umbria,29,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Diesel
2020/06/10 10:11:48 AM EET,ARTA Abruzzo,52,Auto/Moto/Scooter/Ciclomotore,18,0,0,0,Diesel
2020/06/10 10:12:01 AM EET,ARPA Lombardia,49,Auto/Moto/Scooter/Ciclomotore,45,0,0,0,Diesel
2020/06/10 10:12:36 AM EET,ARPAT Toscana,26,Auto/Moto/Scooter/Ciclomotore,12,0,0,0,Diesel
2020/06/10 10:12:56 AM EET,ARPA Marche,58,Bicicletta/monopattino,0,0,7,0,Benzina
2020/06/10 10:13:09 AM EET,ARPAE Emilia-Romagna,34,Auto/Moto/Scooter/Ciclomotore,80,0,0,2,GPL
2020/06/10 10:13:17 AM EET,ARPA Veneto,38,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/10 10:13:43 AM EET,APPA Bolzano,0,Mezzi pubblici (autobus/tram/treno...),0,20,0,2,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 10:14:04 AM EET,ISPRA,5,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Diesel
2020/06/10 10:14:10 AM EET,ARPAE Emilia-Romagna,36,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 10:14:28 AM EET,ARPA Friuli Venezia-Giulia,40,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Diesel
2020/06/10 10:14:41 AM EET,ISPRA,78,Auto/Moto/Scooter/Ciclomotore,24,0,0,0,Benzina
2020/06/10 10:15:22 AM EET,ARPA Marche,9,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 10:15:35 AM EET,ARPA Umbria,20,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Diesel
2020/06/10 10:16:12 AM EET,ARPA Piemonte,50,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/10 10:16:17 AM EET,ARTA Abruzzo,70,Mezzi pubblici (autobus/tram/treno...),10,100,0,6,Diesel
2020/06/10 10:17:07 AM EET,ARPA Sardegna,30,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Diesel
2020/06/10 10:17:15 AM EET,ARPA Campania,40,A piedi,0,0,0,1,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 10:17:18 AM EET,ARPA Sardegna,46,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Benzina
2020/06/10 10:17:21 AM EET,ARPA Sardegna,39,Auto/Moto/Scooter/Ciclomotore,3,0,0,0,Benzina
2020/06/10 10:17:32 AM EET,ARTA Abruzzo,40,Auto/Moto/Scooter/Ciclomotore,75,0,0,0,Benzina
2020/06/10 10:17:42 AM EET,ARTA Abruzzo,92,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Diesel
2020/06/10 10:18:11 AM EET,ARPA Lazio,35,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Benzina
2020/06/10 10:19:15 AM EET,ARPAE Emilia-Romagna,41,Mezzi pubblici (autobus/tram/treno...),0,6,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 10:19:16 AM EET,ARPA Sardegna,0,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 10:19:31 AM EET,ARPAT Toscana,0,A piedi,,,,,
2020/06/10 10:19:42 AM EET,ISPRA,60,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Benzina
2020/06/10 10:19:54 AM EET,ISPRA,5,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Benzina
2020/06/10 10:20:14 AM EET,ARPA Lombardia,19,Auto/Moto/Scooter/Ciclomotore,23,0,0,0,Benzina
2020/06/10 10:21:19 AM EET,ISPRA,61,Auto/Moto/Scooter/Ciclomotore,35,0,0,0,Ibrido
2020/06/10 10:21:30 AM EET,ISPRA,44,Auto/Moto/Scooter/Ciclomotore,53,0,0,0,Diesel
2020/06/10 10:21:35 AM EET,ARPA Liguria,30,Auto/Moto/Scooter/Ciclomotore,18,0,0,0,Benzina
2020/06/10 10:22:06 AM EET,ARPAE Emilia-Romagna,34,Auto/Moto/Scooter/Ciclomotore,12,0,0,0,Benzina
2020/06/10 10:22:09 AM EET,ARPA Veneto,37,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,GPL
2020/06/10 10:22:34 AM EET,ARPA Piemonte,2,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,Diesel
2020/06/10 10:23:11 AM EET,ARPA Valle d'Aosta,50,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Benzina
2020/06/10 10:23:44 AM EET,ARPA Veneto,15,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Benzina
2020/06/10 10:24:33 AM EET,ARPA Puglia,10,A piedi,0,0,0,1.2,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 10:24:45 AM EET,ISPRA,60,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Benzina
2020/06/10 10:25:04 AM EET,ARPAE Emilia-Romagna,60,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 10:25:13 AM EET,ARPA Sardegna,42,Auto/Moto/Scooter/Ciclomotore,46,0,0,0,Diesel
2020/06/10 10:25:54 AM EET,ARPA Lombardia,39,A piedi,0,0,0,0.8,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 10:26:49 AM EET,ARPA Lombardia,23,Auto/Moto/Scooter/Ciclomotore,45,0,0,0,Benzina
2020/06/10 10:26:56 AM EET,ARPA Umbria,25,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Diesel
2020/06/10 10:27:02 AM EET,ARPAE Emilia-Romagna,90,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 10:27:13 AM EET,ISPRA,15,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 10:27:24 AM EET,ARPA Sardegna,47,Auto/Moto/Scooter/Ciclomotore,11,0,0,0,Benzina
2020/06/10 10:27:32 AM EET,ISPRA,34,Auto/Moto/Scooter/Ciclomotore,25,0,0,0,Diesel
2020/06/10 10:27:59 AM EET,ARPA Puglia,0,Auto/Moto/Scooter/Ciclomotore,140,0,0,0,GPL
2020/06/10 10:28:03 AM EET,ISPRA,56,Auto/Moto/Scooter/Ciclomotore,52,0,0,0,Diesel
2020/06/10 10:28:09 AM EET,ARPA Veneto,44,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Diesel
2020/06/10 10:28:27 AM EET,ARPA Friuli Venezia-Giulia,40,Auto/Moto/Scooter/Ciclomotore,8,0,0,0,Benzina
2020/06/10 10:29:01 AM EET,ARPA Sardegna,5,Auto/Moto/Scooter/Ciclomotore,4,0,0,0,Benzina
2020/06/10 10:29:10 AM EET,ARPAT Toscana,21,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 10:29:13 AM EET,ARTA Abruzzo,21,Auto/Moto/Scooter/Ciclomotore,8,0,0,1,Diesel
2020/06/10 10:29:49 AM EET,ARPA Molise,42,Auto/Moto/Scooter/Ciclomotore,70,0,0,0,Diesel
2020/06/10 10:29:55 AM EET,ISPRA,57,Auto/Moto/Scooter/Ciclomotore,70,0,0,1,Diesel
2020/06/10 10:29:56 AM EET,ARPA Marche,40,Auto/Moto/Scooter/Ciclomotore,9,0,0,0,GPL
2020/06/10 10:29:59 AM EET,ARPA Piemonte,56,Auto/Moto/Scooter/Ciclomotore,32,0,0,0,Diesel
2020/06/10 10:30:02 AM EET,ARPA Piemonte,45,Auto/Moto/Scooter/Ciclomotore,20,0,0,1,GPL
2020/06/10 10:30:42 AM EET,ARPA Lazio,60,Mezzi pubblici (autobus/tram/treno...),0,10,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 10:32:40 AM EET,ARPA Marche,10,Auto/Moto/Scooter/Ciclomotore,70,0,0,0,Diesel
2020/06/10 10:32:52 AM EET,ARPA Lombardia,20,Mezzi pubblici (autobus/tram/treno...),0,50,0,0,Benzina
2020/06/10 10:33:19 AM EET,ARTA Abruzzo,53,Mezzi pubblici (autobus/tram/treno...),0,25,0,6,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 10:33:42 AM EET,APPA Trento,25,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/10 10:34:00 AM EET,ISPRA,56,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Benzina
2020/06/10 10:34:36 AM EET,ARPA Friuli Venezia-Giulia,48,Auto/Moto/Scooter/Ciclomotore,25,0,0,0,Benzina
2020/06/10 10:35:28 AM EET,ARPA Marche,50,Auto/Moto/Scooter/Ciclomotore,10,0,0,0,Diesel
2020/06/10 10:35:44 AM EET,ISPRA,64,Auto/Moto/Scooter/Ciclomotore,100,0,0,0,Metano
2020/06/10 10:35:53 AM EET,ARPA Lazio,39,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 10:36:42 AM EET,ARPA Lombardia,52,Auto/Moto/Scooter/Ciclomotore,12,0,0,0,Diesel
2020/06/10 10:37:40 AM EET,ARPA Lazio,44,Mezzi pubblici (autobus/tram/treno...),0,80,0,4,Diesel
2020/06/10 10:38:46 AM EET,ARTA Abruzzo,48,Auto/Moto/Scooter/Ciclomotore,5,0,0,0,Diesel
2020/06/10 10:39:17 AM EET,ISPRA,28,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Diesel
2020/06/10 10:40:12 AM EET,ARPAT Toscana,55,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,Diesel
2020/06/10 10:40:21 AM EET,ARPA Lombardia,34,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 10:41:14 AM EET,ARPA Lombardia,23,Auto/Moto/Scooter/Ciclomotore,6,0,0,0,Benzina
2020/06/10 10:42:25 AM EET,ARPAE Emilia-Romagna,51,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 10:43:37 AM EET,APPA Trento,35,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,Ibrido
2020/06/10 10:44:05 AM EET,ARPA Liguria,20,Mezzi pubblici (autobus/tram/treno...),15,40,0,2,Benzina
2020/06/10 10:44:08 AM EET,ARPA Piemonte,51,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 10:44:55 AM EET,ARPA Lazio,54,Auto/Moto/Scooter/Ciclomotore,220,0,0,0,Benzina
2020/06/10 10:45:02 AM EET,ARPA Piemonte,40,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/10 10:47:02 AM EET,ARPAE Emilia-Romagna,38,A piedi,0,0,0,4,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 10:48:00 AM EET,APPA Trento,5,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 10:48:22 AM EET,ARPA Marche,36,Auto/Moto/Scooter/Ciclomotore,25,0,0,0,Diesel
2020/06/10 10:48:26 AM EET,ARPA Piemonte,54,Mezzi pubblici (autobus/tram/treno...),0,5,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 10:48:37 AM EET,ARPA Lazio,55,Auto/Moto/Scooter/Ciclomotore,300,0,0,0,Diesel
2020/06/10 10:50:56 AM EET,ARPA Friuli Venezia-Giulia,13,Auto/Moto/Scooter/Ciclomotore,12,0,0,0,Benzina
2020/06/10 10:52:56 AM EET,ISPRA,60,A piedi,0,0,0,0.4,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 10:53:08 AM EET,ARPA Lombardia,48,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 10:54:31 AM EET,ISPRA,52,Auto/Moto/Scooter/Ciclomotore,28,0,0,0,Diesel
2020/06/10 10:54:40 AM EET,ARPA Liguria,5,Mezzi pubblici (autobus/tram/treno...),0,4,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 10:54:55 AM EET,ARTA Abruzzo,60,Bicicletta/monopattino,,,,,
2020/06/10 10:55:28 AM EET,ARPA Liguria,35,Mezzi pubblici (autobus/tram/treno...),0,10,0,1,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 10:56:09 AM EET,ARPA Marche,30,Auto/Moto/Scooter/Ciclomotore,25,0,0,0,Diesel
2020/06/10 10:57:36 AM EET,ISPRA,52,Mezzi pubblici (autobus/tram/treno...),0,15,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 10:58:11 AM EET,ARPA Campania,53,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Diesel
2020/06/10 10:58:30 AM EET,ARPAE Emilia-Romagna,45,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Benzina
2020/06/10 10:59:06 AM EET,ARPAT Toscana,28,Auto/Moto/Scooter/Ciclomotore,44,0,0,0,Diesel
2020/06/10 11:00:27 AM EET,ARPAT Toscana,77,Auto/Moto/Scooter/Ciclomotore,8,0,0,0,Diesel
2020/06/10 11:00:53 AM EET,ARPA Veneto,35,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 11:01:02 AM EET,APPA Trento,5,Mezzi pubblici (autobus/tram/treno...),10,78,0,0,Benzina
2020/06/10 11:01:27 AM EET,ARPA Veneto,47,Auto/Moto/Scooter/Ciclomotore,16,0,0,0,GPL
2020/06/10 11:01:31 AM EET,ARPA Lombardia,63,Mezzi pubblici (autobus/tram/treno...),0,60,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:01:46 AM EET,ISPRA,40,Auto/Moto/Scooter/Ciclomotore,120,0,0,0,Diesel
2020/06/10 11:04:58 AM EET,ARPA Veneto,60,Auto/Moto/Scooter/Ciclomotore,10,0,0,0,Benzina
2020/06/10 11:05:26 AM EET,ISPRA,5,Mezzi pubblici (autobus/tram/treno...),0,15,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:06:36 AM EET,ARPA Lazio,48,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Diesel
2020/06/10 11:06:52 AM EET,ARPA Piemonte,45,Auto/Moto/Scooter/Ciclomotore,80,0,0,0,GPL
2020/06/10 11:07:29 AM EET,ISPRA,56,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,GPL
2020/06/10 11:08:28 AM EET,ARPA Lombardia,5,Auto/Moto/Scooter/Ciclomotore,110,0,0,0,Diesel
2020/06/10 11:08:34 AM EET,ARPA Lombardia,60,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Benzina
2020/06/10 11:08:47 AM EET,ARTA Abruzzo,12,Auto/Moto/Scooter/Ciclomotore,36,0,0,0,Diesel
2020/06/10 11:09:09 AM EET,ARPA Lombardia,92,Mezzi pubblici (autobus/tram/treno...),0,5,0,1,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:09:52 AM EET,ARPA Lombardia,65,Bicicletta/monopattino,,,,,
2020/06/10 11:09:59 AM EET,ARPA Lombardia,30,Auto/Moto/Scooter/Ciclomotore,80,0,0,0,Metano
2020/06/10 11:10:09 AM EET,ARTA Abruzzo,30,Auto/Moto/Scooter/Ciclomotore,60,0,0,0,Diesel
2020/06/10 11:10:10 AM EET,ARPA Lombardia,60,Mezzi pubblici (autobus/tram/treno...),8,40,0,6,Benzina
2020/06/10 11:10:14 AM EET,ARPA Lombardia,58,Auto/Moto/Scooter/Ciclomotore,100,0,0,0,Diesel
2020/06/10 11:10:14 AM EET,ARPA Lombardia,20,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 11:10:15 AM EET,ARPA Lombardia,33,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,Diesel
2020/06/10 11:10:18 AM EET,ARPA Lombardia,45,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Benzina
2020/06/10 11:10:20 AM EET,ARPA Lombardia,63,Auto/Moto/Scooter/Ciclomotore,19,0,0,0,Benzina
2020/06/10 11:10:54 AM EET,ARPA Lombardia,35,A piedi,0,0,0,4,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:10:54 AM EET,ARPA Lombardia,65,Mezzi pubblici (autobus/tram/treno...),0,32,0,2,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:10:57 AM EET,ARTA Abruzzo,0,Bicicletta/monopattino,,,,,
2020/06/10 11:11:18 AM EET,ISPRA,55,Mezzi pubblici (autobus/tram/treno...),0,40,0,2,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:11:23 AM EET,ARPA Molise,45,Auto/Moto/Scooter/Ciclomotore,8,0,0,0,Benzina
2020/06/10 11:11:30 AM EET,ISPRA,60,Auto/Moto/Scooter/Ciclomotore,55,0,0,0,Diesel
2020/06/10 11:11:40 AM EET,ARPA Lombardia,48,Auto/Moto/Scooter/Ciclomotore,24,0,0,0,GPL
2020/06/10 11:11:52 AM EET,ARPA Friuli Venezia-Giulia,55,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 11:11:53 AM EET,ARPA Lombardia,54,Auto/Moto/Scooter/Ciclomotore,4,0,4,4,Diesel
2020/06/10 11:12:11 AM EET,ARPA Lombardia,5,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/10 11:12:21 AM EET,ARPA Lombardia,36,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 11:12:29 AM EET,ARPA Lombardia,55,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,GPL
2020/06/10 11:12:41 AM EET,ARPA Lombardia,48,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/10 11:12:45 AM EET,ARPA Lombardia,4,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Diesel
2020/06/10 11:12:48 AM EET,ISPRA,39,Auto/Moto/Scooter/Ciclomotore,45,0,0,0,Ibrido
2020/06/10 11:12:52 AM EET,ARPA Lombardia,60,Auto/Moto/Scooter/Ciclomotore,25,0,0,0,Benzina
2020/06/10 11:12:56 AM EET,ARPA Lombardia,60,Mezzi pubblici (autobus/tram/treno...),0,68,0,1.5,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:13:23 AM EET,ARPA Lombardia,45,Bicicletta/monopattino,0,0,9,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:13:44 AM EET,ARPA Lombardia,48,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Benzina
2020/06/10 11:14:05 AM EET,ARPA Lombardia,57,Mezzi pubblici (autobus/tram/treno...),0,6,0,1,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:14:19 AM EET,ARPA Lombardia,50,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 11:14:21 AM EET,ARPA Lombardia,63,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 11:14:21 AM EET,ISPRA,53,Auto/Moto/Scooter/Ciclomotore,38,0,0,0,Diesel
2020/06/10 11:14:23 AM EET,ARPA Lombardia,53,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 11:14:37 AM EET,ARPAE Emilia-Romagna,10,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 11:14:49 AM EET,ARPA Lombardia,26,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Ibrido
2020/06/10 11:15:08 AM EET,ARPA Lombardia,63,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 11:15:09 AM EET,ARPAT Toscana,70,Auto/Moto/Scooter/Ciclomotore,60,0,0,0,Diesel
2020/06/10 11:15:36 AM EET,ARPA Veneto,25,Auto/Moto/Scooter/Ciclomotore,5,0,0,0,Diesel
2020/06/10 11:17:51 AM EET,ARPA Lombardia,49,Mezzi pubblici (autobus/tram/treno...),0,15,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:18:08 AM EET,ARPA Lazio,30,Auto/Moto/Scooter/Ciclomotore,90,0,0,0,Diesel
2020/06/10 11:18:10 AM EET,ARPA Veneto,29,Bicicletta/monopattino,0,0,5,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:18:16 AM EET,ARPA Lombardia,53,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 11:18:21 AM EET,ARPA Lombardia,72,Bicicletta/monopattino,,,,,
2020/06/10 11:18:48 AM EET,ARTA Abruzzo,52,Auto/Moto/Scooter/Ciclomotore,160,0,0,0,Diesel
2020/06/10 11:20:08 AM EET,ARPA Lombardia,15,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Benzina
2020/06/10 11:20:19 AM EET,ARPA Lombardia,45,Auto/Moto/Scooter/Ciclomotore,24,0,0,0,Benzina
2020/06/10 11:20:31 AM EET,ARPA Lombardia,5,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Benzina
2020/06/10 11:20:40 AM EET,ARTA Abruzzo,60,Auto/Moto/Scooter/Ciclomotore,70,0,0,0,GPL
2020/06/10 11:21:11 AM EET,ARPA Lombardia,90,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Ibrido
2020/06/10 11:21:29 AM EET,ARPA Lombardia,11,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/10 11:21:36 AM EET,ARPA Lombardia,65,Auto/Moto/Scooter/Ciclomotore,5,0,0,0,Benzina
2020/06/10 11:21:43 AM EET,ISPRA,5,Auto/Moto/Scooter/Ciclomotore,90,0,0,0,Metano
2020/06/10 11:21:55 AM EET,ARPA Veneto,43,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Metano
2020/06/10 11:22:02 AM EET,ARTA Abruzzo,55,A piedi,0,0,0,1.5,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:22:15 AM EET,ARPA Lombardia,41,Auto/Moto/Scooter/Ciclomotore,35,0,0,0,Diesel
2020/06/10 11:22:45 AM EET,ARPA Liguria,5,Auto/Moto/Scooter/Ciclomotore,90,0,0,0,Metano
2020/06/10 11:23:18 AM EET,ARPA Lombardia,17,Bicicletta/monopattino,0,0,3,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:24:27 AM EET,ARPA Piemonte,41,Mezzi pubblici (autobus/tram/treno...),0,16,0,2,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:25:20 AM EET,ARPA Lazio,33,Auto/Moto/Scooter/Ciclomotore,180,0,0,0,GPL
2020/06/10 11:25:23 AM EET,ARPA Lombardia,30,Auto/Moto/Scooter/Ciclomotore,8,0,0,0,Benzina
2020/06/10 11:25:24 AM EET,ARPA Sardegna,33,Auto/Moto/Scooter/Ciclomotore,16,0,0,0,Benzina
2020/06/10 11:25:25 AM EET,ARPA Veneto,47,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/10 11:25:27 AM EET,ARPA Veneto,14,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Benzina
2020/06/10 11:25:54 AM EET,ARPA Marche,48,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Metano
2020/06/10 11:26:04 AM EET,ARPA Piemonte,45,A piedi,0,0,0,1,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:26:12 AM EET,ARPA Lombardia,64,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 11:26:28 AM EET,ARPA Lombardia,55,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 11:26:31 AM EET,ARPA Liguria,40,Mezzi pubblici (autobus/tram/treno...),0,8,0,1,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:26:43 AM EET,ARPA Lombardia,41,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 11:26:43 AM EET,ARPA Lombardia,60,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/10 11:26:53 AM EET,ARPA Lombardia,33,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 11:27:05 AM EET,ARPA Lombardia,45,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Benzina
2020/06/10 11:27:48 AM EET,ARPA Lombardia,30,Mezzi pubblici (autobus/tram/treno...),0,40,0,3,Diesel
2020/06/10 11:27:54 AM EET,ARPA Lombardia,60,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Diesel
2020/06/10 11:28:01 AM EET,ARPA Lombardia,40,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Benzina
2020/06/10 11:28:01 AM EET,ARPA Lombardia,60,Mezzi pubblici (autobus/tram/treno...),0,120,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:28:11 AM EET,ARPA Lombardia,30,Auto/Moto/Scooter/Ciclomotore,100,0,0,0,Benzina
2020/06/10 11:28:15 AM EET,ARPA Lombardia,43,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Diesel
2020/06/10 11:29:27 AM EET,ARPAT Toscana,34,Auto/Moto/Scooter/Ciclomotore,3,0,0,2,Diesel
2020/06/10 11:29:35 AM EET,ISPRA,42,Auto/Moto/Scooter/Ciclomotore,5,0,0,0,Diesel
2020/06/10 11:29:43 AM EET,ARPA Lombardia,50,Auto/Moto/Scooter/Ciclomotore,100,0,0,1,Diesel
2020/06/10 11:31:02 AM EET,ARPA Lombardia,56,Auto/Moto/Scooter/Ciclomotore,10,0,0,0,Benzina
2020/06/10 11:31:04 AM EET,ARTA Abruzzo,62,Auto/Moto/Scooter/Ciclomotore,16,0,0,0,Diesel
2020/06/10 11:31:07 AM EET,ARPAE Emilia-Romagna,20,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 11:31:11 AM EET,ARPA Lombardia,46,Auto/Moto/Scooter/Ciclomotore,24,0,0,0,Benzina
2020/06/10 11:31:20 AM EET,ARPAT Toscana,50,A piedi,0,0,0,1,Benzina
2020/06/10 11:31:48 AM EET,ARPA Veneto,0,Mezzi pubblici (autobus/tram/treno...),10,110,0,3,Benzina
2020/06/10 11:32:01 AM EET,ARPA Lombardia,62,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 11:32:21 AM EET,ARPA Lombardia,49,Auto/Moto/Scooter/Ciclomotore,12,0,0,0,Benzina
2020/06/10 11:33:07 AM EET,ARPA Piemonte,56,Auto/Moto/Scooter/Ciclomotore,65,0,0,0,Diesel
2020/06/10 11:33:09 AM EET,ARPA Sardegna,53,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,Benzina
2020/06/10 11:33:30 AM EET,ARPA Liguria,4,Mezzi pubblici (autobus/tram/treno...),25,25,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:33:47 AM EET,ARPA Lombardia,52,Auto/Moto/Scooter/Ciclomotore,36,0,0,1,Diesel
2020/06/10 11:33:49 AM EET,ARPA Lombardia,45,Auto/Moto/Scooter/Ciclomotore,8,0,0,0,Elettrico
2020/06/10 11:34:07 AM EET,ARPA Lombardia,50,Auto/Moto/Scooter/Ciclomotore,16,0,0,0,Benzina
2020/06/10 11:34:42 AM EET,ARPAE Emilia-Romagna,40,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Diesel
2020/06/10 11:35:14 AM EET,ARPA Lombardia,65,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/10 11:35:49 AM EET,ISPRA,5,Auto/Moto/Scooter/Ciclomotore,22,0,0,0,Diesel
2020/06/10 11:36:10 AM EET,ARPAT Toscana,30,Mezzi pubblici (autobus/tram/treno...),0,110,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/10 11:37:36 AM EET,ARPA Sardegna,53,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,Diesel
